"module name","license","repository"
"liftoff@2.5.0","MIT","https://github.com/js-cli/js-liftoff"
"linkify-it@2.1.0","MIT","https://github.com/markdown-it/linkify-it"
"linux-platform-info@0.0.3","MIT","https://github.com/AndreyBelym/linux-platform-info"
"load-json-file@1.1.0","MIT","https://github.com/sindresorhus/load-json-file"
"loader-utils@1.2.3","MIT","https://github.com/webpack/loader-utils"
"locate-path@2.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash._basecopy@3.0.1","MIT","https://github.com/lodash/lodash"
"lodash._basetostring@3.0.1","MIT","https://github.com/lodash/lodash"
"lodash._basevalues@3.0.0","MIT","https://github.com/lodash/lodash"
"lodash._getnative@3.9.1","MIT","https://github.com/lodash/lodash"
"lodash._isiterateecall@3.0.9","MIT","https://github.com/lodash/lodash"
"lodash._reescape@3.0.0","MIT","https://github.com/lodash/lodash"
"lodash._reevaluate@3.0.0","MIT","https://github.com/lodash/lodash"
"lodash._reinterpolate@3.0.0","MIT","https://github.com/lodash/lodash"
"lodash._root@3.0.1","MIT","https://github.com/lodash/lodash"
"lodash.escape@3.2.0","MIT","https://github.com/lodash/lodash"
"lodash.isarguments@3.1.0","MIT","https://github.com/lodash/lodash"
"lodash.isarray@3.0.4","MIT","https://github.com/lodash/lodash"
"lodash.keys@3.1.2","MIT","https://github.com/lodash/lodash"
"lodash.restparam@3.6.1","MIT","https://github.com/lodash/lodash"
"lodash.sortby@4.7.0","MIT","https://github.com/lodash/lodash"
"lodash.template@3.6.2","MIT","https://github.com/lodash/lodash"
"lodash.templatesettings@3.1.1","MIT","https://github.com/lodash/lodash"
"lodash@1.0.2","MIT","https://github.com/lodash/lodash"
"lodash@4.17.10","MIT","https://github.com/lodash/lodash"
"lodash@4.17.11","MIT","https://github.com/lodash/lodash"
"log-update-async-hook@2.0.2","MIT","https://github.com/AndreyBelym/log-update-async-hook"
"log4js@3.0.6","Apache-2.0","https://github.com/log4js-node/log4js-node"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"lowercase-keys@1.0.1","MIT","https://github.com/sindresorhus/lowercase-keys"
"lru-cache@2.6.3","MIT","https://github.com/isaacs/node-lru-cache"
"lru-cache@2.7.3","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@4.1.5","ISC","https://github.com/isaacs/node-lru-cache"
"lru-queue@0.1.0","MIT","https://github.com/medikoo/lru-queue"
"magic-string@0.25.2","MIT","https://github.com/rich-harris/magic-string"
"make-dir@1.3.0","MIT","https://github.com/sindresorhus/make-dir"
"make-dir@2.1.0","MIT","https://github.com/sindresorhus/make-dir"
"make-error@1.3.5","ISC","https://github.com/JsCommunity/make-error"
"make-iterator@1.0.1","MIT","https://github.com/jonschlinkert/make-iterator"
"makeerror@1.0.11","BSD-3-Clause","https://github.com/daaku/nodejs-makeerror"
"map-cache@0.2.2","MIT","https://github.com/jonschlinkert/map-cache"
"map-reverse@1.0.1","MIT","https://github.com/AndreyBelym/map-reverse"
"map-visit@1.0.0","MIT","https://github.com/jonschlinkert/map-visit"
"markdown-it@8.4.2","MIT","https://github.com/markdown-it/markdown-it"
"match-url-wildcard@0.0.2","MIT","https://github.com/AlexKamaev/match-url-wildcard"
"math-random@1.0.4","MIT","https://github.com/michaelrhodes/math-random"
"mdurl@1.0.1","MIT","https://github.com/markdown-it/mdurl"
"media-typer@0.3.0","MIT","https://github.com/jshttp/media-typer"
"mem@1.1.0","MIT","https://github.com/sindresorhus/mem"
"memoizee@0.4.14","ISC","https://github.com/medikoo/memoizee"
"memory-fs@0.4.1","MIT","https://github.com/webpack/memory-fs"
"merge-descriptors@1.0.1","MIT","https://github.com/component/merge-descriptors"
"merge-stream@1.0.1","MIT","https://github.com/grncdr/merge-stream"
"merge@1.2.1","MIT","https://github.com/yeikos/js.merge"
"methods@1.1.2","MIT","https://github.com/jshttp/methods"
"micromatch@2.3.11","MIT","https://github.com/jonschlinkert/micromatch"
"micromatch@3.1.10","MIT","https://github.com/micromatch/micromatch"
"mime-db@1.40.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.1.24","MIT","https://github.com/jshttp/mime-types"
"mime@1.4.1","MIT","https://github.com/broofa/node-mime"
"mime@2.4.3","MIT","https://github.com/broofa/node-mime"
"mimic-fn@1.2.0","MIT","https://github.com/sindresorhus/mimic-fn"
"minimatch@0.2.14","MIT","https://github.com/isaacs/minimatch"
"minimatch@2.0.10","ISC","https://github.com/isaacs/minimatch"
"minimatch@3.0.4","ISC","https://github.com/isaacs/minimatch"
"minimist@0.0.8","MIT","https://github.com/substack/minimist"
"minimist@1.2.0","MIT","https://github.com/substack/minimist"
"mixin-deep@1.3.1","MIT","https://github.com/jonschlinkert/mixin-deep"
"mkdirp@0.5.1","MIT","https://github.com/substack/node-mkdirp"
"mocha@5.2.0","MIT","https://github.com/mochajs/mocha"
"moment-duration-format-commonjs@1.0.0","MIT","https://github.com/AndreyBelym/moment-duration-format-commonjs"
"moment-duration-format@2.3.2","MIT","https://github.com/jsmreese/moment-duration-format"
"moment@2.24.0","MIT","https://github.com/moment/moment"
"ms@2.0.0","MIT","https://github.com/zeit/ms"
"ms@2.1.2","MIT","https://github.com/zeit/ms"
"multer@1.3.0","MIT","https://github.com/expressjs/multer"
"multipipe@0.1.2","MIT","https://github.com/juliangruber/multipipe"
"mustache@2.3.2","MIT","https://github.com/janl/mustache.js"
"mute-stream@0.0.7","ISC","https://github.com/isaacs/mute-stream"
"nanoid@0.2.2","MIT","https://github.com/ai/nanoid"
"nanoid@1.3.4","MIT","https://github.com/ai/nanoid"
"nanomatch@1.2.13","MIT","https://github.com/micromatch/nanomatch"
"natives@1.1.6","ISC","https://github.com/addaleax/natives"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"negotiator@0.6.2","MIT","https://github.com/jshttp/negotiator"
"neo-async@2.6.1","MIT","https://github.com/suguru03/neo-async"
"next-tick@1.0.0","MIT","https://github.com/medikoo/next-tick"
"nice-try@1.0.5","MIT","https://github.com/electerious/nice-try"
"node-fetch@2.6.0","MIT","https://github.com/bitinn/node-fetch"
"node-int64@0.4.0","MIT","https://github.com/broofa/node-int64"
"node-notifier@5.4.0","MIT","https://github.com/mikaelbr/node-notifier"
"node-version@1.2.0","MIT","https://github.com/srod/node-version"
"nodemon@1.19.1","MIT","https://github.com/remy/nodemon"
"nopt@1.0.10","MIT","https://github.com/isaacs/nopt"
"normalize-newline@3.0.0","MIT","https://github.com/sindresorhus/normalize-newline"
"normalize-package-data@2.5.0","BSD-2-Clause","https://github.com/npm/normalize-package-data"
"normalize-path@2.1.1","MIT","https://github.com/jonschlinkert/normalize-path"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"npm-run-path@2.0.2","MIT","https://github.com/sindresorhus/npm-run-path"
"nth-check@1.0.2","BSD-2-Clause","https://github.com/fb55/nth-check"
"null-check@1.0.0","MIT","https://github.com/sindresorhus/null-check"
"number-is-nan@1.0.1","MIT","https://github.com/sindresorhus/number-is-nan"
"nwsapi@2.1.4","MIT","https://github.com/dperini/nwsapi"
"oauth-sign@0.9.0","Apache-2.0","https://github.com/mikeal/oauth-sign"
"object-assign@3.0.0","MIT","https://github.com/sindresorhus/object-assign"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-component@0.0.3","MIT*",""
"object-copy@0.1.0","MIT","https://github.com/jonschlinkert/object-copy"
"object-hash@1.3.0","MIT","https://github.com/puleos/object-hash"
"object-keys@1.1.1","MIT","https://github.com/ljharb/object-keys"
"object-visit@1.0.1","MIT","https://github.com/jonschlinkert/object-visit"
"object.defaults@1.1.0","MIT","https://github.com/jonschlinkert/object.defaults"
"object.getownpropertydescriptors@2.0.3","MIT","https://github.com/ljharb/object.getownpropertydescriptors"
"object.map@1.0.1","MIT","https://github.com/jonschlinkert/object.map"
"object.omit@2.0.1","MIT","https://github.com/jonschlinkert/object.omit"
"object.pick@1.3.0","MIT","https://github.com/jonschlinkert/object.pick"
"on-finished@2.3.0","MIT","https://github.com/jshttp/on-finished"
"once@1.3.3","ISC","https://github.com/isaacs/once"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"onetime@2.0.1","MIT","https://github.com/sindresorhus/onetime"
"optimist@0.6.1","MIT*","https://github.com/substack/node-optimist"
"optional@0.1.4","MIT","https://github.com/tony-o/node-optional"
"optionator@0.8.2","MIT","https://github.com/gkz/optionator"
"orchestrator@0.3.8","MIT","https://github.com/robrich/orchestrator"
"ordered-read-streams@0.1.0","MIT","https://github.com/armed/ordered-read-streams"
"os-family@1.1.0","MIT","https://github.com/inikulin/os-family"
"os-homedir@1.0.2","MIT","https://github.com/sindresorhus/os-homedir"
"os-locale@2.1.0","MIT","https://github.com/sindresorhus/os-locale"
"os-tmpdir@1.0.2","MIT","https://github.com/sindresorhus/os-tmpdir"
"os@0.1.1","MIT","https://github.com/DiegoRBaquero/node-os"
"osenv@0.1.5","ISC","https://github.com/npm/osenv"
"p-finally@1.0.0","MIT","https://github.com/sindresorhus/p-finally"
"p-limit@1.3.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@2.0.0","MIT","https://github.com/sindresorhus/p-locate"
"p-map@1.2.0","MIT","https://github.com/sindresorhus/p-map"
"p-try@1.0.0","MIT","https://github.com/sindresorhus/p-try"
"package-json@4.0.1","MIT","https://github.com/sindresorhus/package-json"
"pako@1.0.10","(MIT AND Zlib)","https://github.com/nodeca/pako"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"parse-filepath@1.0.2","MIT","https://github.com/jonschlinkert/parse-filepath"
"parse-glob@3.0.4","MIT","https://github.com/jonschlinkert/parse-glob"
"parse-json@2.2.0","MIT","https://github.com/sindresorhus/parse-json"
"parse-node-version@1.0.1","MIT","https://github.com/gulpjs/parse-node-version"
"parse-passwd@1.0.0","MIT","https://github.com/doowb/parse-passwd"
"parse-semver@1.1.1","MIT","https://github.com/tunnckoCore/parse-semver"
"parse5@1.5.1","MIT","https://github.com/inikulin/parse5"
"parse5@2.2.3","MIT","https://github.com/inikulin/parse5"
"parse5@3.0.3","MIT","https://github.com/inikulin/parse5"
"parse5@4.0.0","MIT","https://github.com/inikulin/parse5"
"parse5@5.1.0","MIT","https://github.com/inikulin/parse5"
"parseqs@0.0.5","MIT","https://github.com/get/querystring"
"parseuri@0.0.5","MIT","https://github.com/get/parseuri"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl"
"pascalcase@0.1.1","MIT","https://github.com/jonschlinkert/pascalcase"
"path-dirname@1.0.2","MIT","https://github.com/es128/path-dirname"
"path-exists@2.1.0","MIT","https://github.com/sindresorhus/path-exists"
"path-exists@3.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute"
"path-is-inside@1.0.2","(WTFPL OR MIT)","https://github.com/domenic/path-is-inside"
"path-key@2.0.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.6","MIT","https://github.com/jbgutierrez/path-parse"
"path-root-regex@0.1.2","MIT","https://github.com/regexhq/path-root-regex"
"path-root@0.1.1","MIT","https://github.com/jonschlinkert/path-root"
"path-to-regexp@0.1.7","MIT","https://github.com/component/path-to-regexp"
"path-to-regexp@2.2.1","MIT","https://github.com/pillarjs/path-to-regexp"
"path-type@1.1.0","MIT","https://github.com/sindresorhus/path-type"
"pathval@1.1.0","MIT","https://github.com/chaijs/pathval"
"pend@1.2.0","MIT","https://github.com/andrewrk/node-pend"
"performance-now@2.1.0","MIT","https://github.com/braveg1rl/performance-now"
"pify@2.3.0","MIT","https://github.com/sindresorhus/pify"
"pify@3.0.0","MIT","https://github.com/sindresorhus/pify"
"pify@4.0.1","MIT","https://github.com/sindresorhus/pify"
"pinkie-promise@1.0.0","MIT","https://github.com/floatdrop/pinkie-promise"
"pinkie-promise@2.0.1","MIT","https://github.com/floatdrop/pinkie-promise"
"pinkie@1.0.0","MIT","https://github.com/floatdrop/pinkie"
"pinkie@2.0.4","MIT","https://github.com/floatdrop/pinkie"
"pkg-dir@2.0.0","MIT","https://github.com/sindresorhus/pkg-dir"
"plugin-error@0.1.2","MIT","https://github.com/jonschlinkert/plugin-error"
"plugin-error@1.0.1","MIT","https://github.com/gulpjs/plugin-error"
"pn@1.1.0","MIT","https://github.com/cscott/node-pn"
"pngjs@3.4.0","MIT","https://github.com/lukeapage/pngjs2"
"posix-character-classes@0.1.1","MIT","https://github.com/jonschlinkert/posix-character-classes"
"prelude-ls@1.1.2","MIT","https://github.com/gkz/prelude-ls"
"prepend-http@1.0.4","MIT","https://github.com/sindresorhus/prepend-http"
"preserve@0.2.0","MIT","https://github.com/jonschlinkert/preserve"
"prettier@1.18.1","MIT","https://github.com/prettier/prettier"
"pretty-format@23.6.0","MIT","https://github.com/facebook/jest"
"pretty-hrtime@1.0.3","MIT","https://github.com/robrich/pretty-hrtime"
"private@0.1.8","MIT","https://github.com/benjamn/private"
"process-nextick-args@2.0.0","MIT","https://github.com/calvinmetcalf/process-nextick-args"
"progress@2.0.3","MIT","https://github.com/visionmedia/node-progress"
"promisify-event@1.0.0","MIT","https://github.com/inikulin/promisify-event"
"prompts@0.1.14","MIT*","https://github.com/terkelg/prompts"
"prompts@2.1.0","MIT","https://github.com/terkelg/prompts"
"protractor@5.4.2","MIT","https://github.com/angular/protractor"
"proxy-addr@2.0.5","MIT","https://github.com/jshttp/proxy-addr"
"prr@1.0.1","MIT","https://github.com/rvagg/prr"
"ps-node@0.1.6","MIT","https://github.com/neekey/ps"
"pseudomap@1.0.2","ISC","https://github.com/isaacs/pseudomap"
"psl@1.1.32","MIT","https://github.com/wrangr/psl"
"pstree.remy@1.1.7","MIT",""
"punycode@1.4.1","MIT","https://github.com/bestiejs/punycode.js"
"punycode@2.1.1","MIT","https://github.com/bestiejs/punycode.js"
"q@1.4.1","MIT","https://github.com/kriskowal/q"
"qjobs@1.2.0","MIT","https://github.com/franck34/qjobs"
"qrcode-terminal@0.10.0","Apache 2.0","https://github.com/gtanner/qrcode-terminal"
"qs@6.5.1","BSD-3-Clause","https://github.com/ljharb/qs"
"qs@6.5.2","BSD-3-Clause","https://github.com/ljharb/qs"
"r-json@1.2.9","MIT","https://github.com/IonicaBizau/node-r-json"
"randomatic@3.1.1","MIT","https://github.com/jonschlinkert/randomatic"
"range-parser@1.2.1","MIT","https://github.com/jshttp/range-parser"
"raw-body@2.3.2","MIT","https://github.com/stream-utils/raw-body"
"raw-body@2.3.3","MIT","https://github.com/stream-utils/raw-body"
"rc@1.2.8","(BSD-2-Clause OR MIT OR Apache-2.0)","https://github.com/dominictarr/rc"
"read-file-relative@1.2.0","MIT","https://github.com/inikulin/read-file-relative"
"read-pkg-up@1.0.1","MIT","https://github.com/sindresorhus/read-pkg-up"
"read-pkg@1.1.0","MIT","https://github.com/sindresorhus/read-pkg"
"read@1.0.7","ISC","https://github.com/isaacs/read"
"readable-stream@1.0.34","MIT","https://github.com/isaacs/readable-stream"
"readable-stream@1.1.14","MIT","https://github.com/isaacs/readable-stream"
"readable-stream@2.3.6","MIT","https://github.com/nodejs/readable-stream"
"readable-stream@3.4.0","MIT","https://github.com/nodejs/readable-stream"
"readdirp@2.2.1","MIT","https://github.com/paulmillr/readdirp"
"realpath-native@1.1.0","MIT","https://github.com/SimenB/realpath-native"
"rechoir@0.6.2","MIT","https://github.com/tkellen/node-rechoir"
"reflect-metadata@0.1.13","Apache-2.0","https://github.com/rbuckton/reflect-metadata"
"regenerate@1.4.0","MIT","https://github.com/mathiasbynens/regenerate"
"regenerator-runtime@0.11.1","MIT","https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime"
"regenerator-transform@0.10.1","BSD*","https://github.com/facebook/regenerator/tree/master/packages/regenerator-transform"
"regex-cache@0.4.4","MIT","https://github.com/jonschlinkert/regex-cache"
"regex-not@1.0.2","MIT","https://github.com/jonschlinkert/regex-not"
"regexpp@2.0.1","MIT","https://github.com/mysticatea/regexpp"
"regexpu-core@1.0.0","MIT","https://github.com/mathiasbynens/regexpu-core"
"regexpu-core@2.0.0","MIT","https://github.com/mathiasbynens/regexpu-core"
"registry-auth-token@3.4.0","MIT","https://github.com/rexxars/registry-auth-token"
"registry-url@3.1.0","MIT","https://github.com/sindresorhus/registry-url"
"regjsgen@0.2.0","MIT","https://github.com/d10/regjsgen"
"regjsparser@0.1.5","BSD*","https://github.com/jviereck/regjsparser"
"remove-trailing-separator@1.1.0","ISC","https://github.com/darsain/remove-trailing-separator"
"repeat-element@1.1.3","MIT","https://github.com/jonschlinkert/repeat-element"
"repeat-string@0.2.2","MIT","https://github.com/jonschlinkert/repeat-string"
"repeat-string@1.6.1","MIT","https://github.com/jonschlinkert/repeat-string"
"repeating@1.1.3","MIT","https://github.com/sindresorhus/repeating"
"repeating@2.0.1","MIT","https://github.com/sindresorhus/repeating"
"replace-ext@0.0.1","MIT","https://github.com/wearefractal/replace-ext"
"replace-ext@1.0.0","MIT","https://github.com/gulpjs/replace-ext"
"replicator@1.0.3","MIT","https://github.com/inikulin/replicator"
"request-promise-core@1.1.2","ISC","https://github.com/request/promise-core"
"request-promise-native@1.0.7","ISC","https://github.com/request/request-promise-native"
"request-promise@4.2.4","ISC","https://github.com/request/request-promise"
"request@2.88.0","Apache-2.0","https://github.com/request/request"
"require-directory@2.1.1","MIT","https://github.com/troygoode/node-require-directory"
"require-main-filename@1.0.1","ISC","https://github.com/yargs/require-main-filename"
"requires-port@1.0.0","MIT","https://github.com/unshiftio/requires-port"
"resolve-cwd@1.0.0","MIT","https://github.com/sindresorhus/resolve-cwd"
"resolve-cwd@2.0.0","MIT","https://github.com/sindresorhus/resolve-cwd"
"resolve-dir@1.0.1","MIT","https://github.com/jonschlinkert/resolve-dir"
"resolve-from@2.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve-from@3.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve-url@0.2.1","MIT","https://github.com/lydell/resolve-url"
"resolve@1.1.7","MIT","https://github.com/substack/node-resolve"
"resolve@1.11.1","MIT","https://github.com/browserify/resolve"
"restore-cursor@2.0.0","MIT","https://github.com/sindresorhus/restore-cursor"
"ret@0.1.15","MIT","https://github.com/fent/ret.js"
"rfdc@1.1.4","MIT","https://github.com/davidmarkclements/rfdc"
"rimraf@2.6.3","ISC","https://github.com/isaacs/rimraf"
"rsvp@3.6.2","MIT","https://github.com/tildeio/rsvp.js"
"run-async@2.3.0","MIT","https://github.com/SBoudrias/run-async"
"rxjs@6.4.0","Apache-2.0","https://github.com/reactivex/rxjs"
"rxjs@6.5.2","Apache-2.0","https://github.com/reactivex/rxjs"
"safe-buffer@5.1.1","MIT","https://github.com/feross/safe-buffer"
"safe-buffer@5.1.2","MIT","https://github.com/feross/safe-buffer"
"safe-regex@1.1.0","MIT","https://github.com/substack/safe-regex"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"sane@2.5.2","MIT","https://github.com/amasad/sane"
"sanitize-filename@1.6.1","WTFPL OR ISC","https://github.com/parshap/node-sanitize-filename"
"saucelabs@1.5.0","MIT*","https://github.com/holidayextras/node-saucelabs"
"sax@1.2.4","ISC","https://github.com/isaacs/sax-js"
"selenium-webdriver@3.6.0","Apache-2.0","https://github.com/SeleniumHQ/selenium"
"semver-diff@2.1.0","MIT","https://github.com/sindresorhus/semver-diff"
"semver-dsl@1.0.1","MIT","https://github.com/mgechev/semver-dsl"
"semver@4.3.6","ISC","https://github.com/npm/node-semver"
"semver@5.5.0","ISC","https://github.com/npm/node-semver"
"semver@5.7.0","ISC","https://github.com/npm/node-semver"
"semver@6.1.1","ISC","https://github.com/npm/node-semver"
"send@0.16.2","MIT","https://github.com/pillarjs/send"
"sequencify@0.0.7","MIT","https://github.com/robrich/sequencify"
"serve-static@1.13.2","MIT","https://github.com/expressjs/serve-static"
"set-blocking@2.0.0","ISC","https://github.com/yargs/set-blocking"
"set-immediate-shim@1.0.1","MIT","https://github.com/sindresorhus/set-immediate-shim"
"set-value@0.4.3","MIT","https://github.com/jonschlinkert/set-value"
"set-value@2.0.0","MIT","https://github.com/jonschlinkert/set-value"
"setprototypeof@1.0.3","ISC","https://github.com/wesleytodd/setprototypeof"
"setprototypeof@1.1.0","ISC","https://github.com/wesleytodd/setprototypeof"
"shebang-command@1.2.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@1.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"shellwords@0.1.1","MIT","https://github.com/jimmycuadra/shellwords"
"sigmund@1.0.1","ISC","https://github.com/isaacs/sigmund"
"signal-exit@3.0.2","ISC","https://github.com/tapjs/signal-exit"
"sisteransi@0.1.1","MIT","https://github.com/terkelg/sisteransi"
"sisteransi@1.0.0","MIT","https://github.com/terkelg/sisteransi"
"slash@1.0.0","MIT","https://github.com/sindresorhus/slash"
"slice-ansi@2.1.0","MIT","https://github.com/chalk/slice-ansi"
"snapdragon-node@2.1.1","MIT","https://github.com/jonschlinkert/snapdragon-node"
"snapdragon-util@3.0.1","MIT","https://github.com/jonschlinkert/snapdragon-util"
"snapdragon@0.8.2","MIT","https://github.com/jonschlinkert/snapdragon"
"socket.io-adapter@1.1.1","MIT","https://github.com/socketio/socket.io-adapter"
"socket.io-client@2.1.1","MIT","https://github.com/Automattic/socket.io-client"
"socket.io-parser@3.2.0","MIT","https://github.com/Automattic/socket.io-parser"
"socket.io@2.1.1","MIT","https://github.com/socketio/socket.io"
"source-map-resolve@0.5.2","MIT","https://github.com/lydell/source-map-resolve"
"source-map-support@0.4.18","MIT","https://github.com/evanw/node-source-map-support"
"source-map-support@0.5.12","MIT","https://github.com/evanw/node-source-map-support"
"source-map-url@0.4.0","MIT","https://github.com/lydell/source-map-url"
"source-map@0.1.43","BSD","https://github.com/mozilla/source-map"
"source-map@0.5.7","BSD-3-Clause","https://github.com/mozilla/source-map"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"source-map@0.7.3","BSD-3-Clause","https://github.com/mozilla/source-map"
"sourcemap-codec@1.4.4","MIT","https://github.com/Rich-Harris/sourcemap-codec"
"sparkles@1.0.1","MIT","https://github.com/gulpjs/sparkles"
"spawn-args@0.2.0","MIT","https://github.com/binocarlos/spawn-args"
"spdx-correct@3.1.0","Apache-2.0","https://github.com/jslicense/spdx-correct.js"
"spdx-exceptions@2.2.0","CC-BY-3.0","https://github.com/kemitchell/spdx-exceptions.json"
"spdx-expression-parse@3.0.0","MIT","https://github.com/jslicense/spdx-expression-parse.js"
"spdx-license-ids@3.0.4","CC0-1.0","https://github.com/shinnn/spdx-license-ids"
"split-string@3.1.0","MIT","https://github.com/jonschlinkert/split-string"
"sprintf-js@1.0.3","BSD-3-Clause","https://github.com/alexei/sprintf.js"
"sprintf-js@1.1.2","BSD-3-Clause","https://github.com/alexei/sprintf.js"
"sshpk@1.16.1","MIT","https://github.com/joyent/node-sshpk"
"stack-utils@1.0.2","MIT","https://github.com/tapjs/stack-utils"
"stackframe@0.3.1","Public Domain","https://github.com/stacktracejs/stackframe"
"static-extend@0.1.2","MIT","https://github.com/jonschlinkert/static-extend"
"statuses@1.4.0","MIT","https://github.com/jshttp/statuses"
"statuses@1.5.0","MIT","https://github.com/jshttp/statuses"
"std-env@1.3.1","MIT","https://github.com/pi0/std-env"
"stealthy-require@1.1.1","ISC","https://github.com/analog-nico/stealthy-require"
"stream-consume@0.1.1","MIT","https://github.com/aroneous/stream-consume"
"streamroller@0.7.0","MIT","https://github.com/nomiddlename/streamroller"
"streamsearch@0.1.2","MIT","https://github.com/mscdex/streamsearch"
"string-length@2.0.0","MIT","https://github.com/sindresorhus/string-length"
"string-width@1.0.2","MIT","https://github.com/sindresorhus/string-width"
"string-width@2.1.1","MIT","https://github.com/sindresorhus/string-width"
"string-width@3.1.0","MIT","https://github.com/sindresorhus/string-width"
"string_decoder@0.10.31","MIT","https://github.com/rvagg/string_decoder"
"string_decoder@1.1.1","MIT","https://github.com/nodejs/string_decoder"
"string_decoder@1.2.0","MIT","https://github.com/nodejs/string_decoder"
"strip-ansi@3.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi@4.0.0","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi@5.2.0","MIT","https://github.com/chalk/strip-ansi"
"strip-bom@1.0.0","MIT","https://github.com/sindresorhus/strip-bom"
"strip-bom@2.0.0","MIT","https://github.com/sindresorhus/strip-bom"
"strip-bom@3.0.0","MIT","https://github.com/sindresorhus/strip-bom"
"strip-eof@1.0.0","MIT","https://github.com/sindresorhus/strip-eof"
"strip-json-comments@2.0.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"superagent@3.8.3","MIT","https://github.com/visionmedia/superagent"
"supertest@3.4.2","MIT","https://github.com/visionmedia/supertest"
"supports-color@2.0.0","MIT","https://github.com/chalk/supports-color"
"supports-color@3.2.3","MIT","https://github.com/chalk/supports-color"
"supports-color@5.4.0","MIT","https://github.com/chalk/supports-color"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"supports-color@6.1.0","MIT","https://github.com/chalk/supports-color"
"symbol-tree@3.2.2","MIT","https://github.com/jsdom/js-symbol-tree"
"table-parser@0.1.3","MIT","https://github.com/Neekey/table-parser"
"table@5.4.0","BSD-3-Clause","https://github.com/gajus/table"
"tapable@1.1.3","MIT","https://github.com/webpack/tapable"
"term-size@1.2.0","MIT","https://github.com/sindresorhus/term-size"
"test-exclude@4.2.3","ISC","https://github.com/istanbuljs/istanbuljs"
"testcafe-browser-tools@1.6.4","MIT","https://github.com/DevExpress/testcafe-browser-tools"
"testcafe-browser-tools@1.6.8","MIT","https://github.com/DevExpress/testcafe-browser-tools"
"testcafe-hammerhead@14.2.2","MIT","https://github.com/DevExpress/testcafe-hammerhead"
"testcafe-hammerhead@14.6.6","MIT","https://github.com/DevExpress/testcafe-hammerhead"
"testcafe-legacy-api@3.1.11","MIT","https://github.com/DevExpress/testcafe-legacy-api"
"testcafe-legacy-api@3.1.7","MIT","https://github.com/DevExpress/testcafe-legacy-api"
"testcafe-reporter-html@1.4.4","MIT","https://github.com/picuscreative/testcafe-reporter-html"
"testcafe-reporter-json@2.1.0","MIT","https://github.com/DevExpress/testcafe-reporter-json"
"testcafe-reporter-list@2.1.0","MIT","https://github.com/DevExpress/testcafe-reporter-list"
"testcafe-reporter-minimal@2.1.0","MIT","https://github.com/DevExpress/testcafe-reporter-minimal"
"testcafe-reporter-spec@2.1.1","MIT","https://github.com/DevExpress/testcafe-reporter-spec"
"testcafe-reporter-xunit@2.1.0","MIT","https://github.com/DevExpress/testcafe-reporter-xunit"
"testcafe@0.20.5","MIT","https://github.com/DevExpress/testcafe"
"testcafe@1.2.0","MIT","https://github.com/DevExpress/testcafe"
"text-table@0.2.0","MIT","https://github.com/substack/text-table"
"throat@4.1.0","MIT","https://github.com/ForbesLindesay/throat"
"through2@0.6.5","MIT","https://github.com/rvagg/through2"
"through2@2.0.5","MIT","https://github.com/rvagg/through2"
"through@2.3.8","MIT","https://github.com/dominictarr/through"
"tildify@1.2.0","MIT","https://github.com/sindresorhus/tildify"
"time-limit-promise@1.0.4","MIT","https://github.com/inikulin/time-limit-promise"
"time-stamp@1.1.0","MIT","https://github.com/jonschlinkert/time-stamp"
"timed-out@4.0.1","MIT","https://github.com/floatdrop/timed-out"
"timeout-as-promise@1.0.0","MIT","https://github.com/jimf/timeout-as-promise"
"timers-ext@0.1.7","ISC","https://github.com/medikoo/timers-ext"
"tmp@0.0.28","MIT","https://github.com/raszi/node-tmp"
"tmp@0.0.29","MIT","https://github.com/raszi/node-tmp"
